time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE, phase, event, touch 
0.0086,0.3536,0.360749,1.36394,1.34447,0,-0.0216333,0,-8.33907,0,4.83381,-43.0074,0,0,0
0.0087,0.3536,0.360895,1.36394,1.34408,0,-0.0217849,0,-8.38721,0,4.97591,-42.4133,0,0,0
0.0088,0.3536,0.361042,1.36394,1.34369,0,-0.0219346,0,-8.43404,0,5.11875,-41.8163,0,0,0
0.0089,0.3536,0.361189,1.36394,1.3433,0,-0.0220823,0,-8.47957,0,5.26229,-41.2166,0,0,0
0.009,0.3536,0.361338,1.36394,1.3429,0,-0.0222284,0,-8.5238,0,5.40651,-40.6144,0,0,0
0.0091,0.3536,0.361486,1.36394,1.34251,0,-0.0223725,0,-8.56673,0,5.55147,-40.0096,0,0,0
0.0092,0.3536,0.361636,1.36394,1.34212,0,-0.0225148,0,-8.60836,0,5.69704,-39.4025,0,0,0
0.0093,0.3536,0.361786,1.36394,1.34172,0,-0.0226551,0,-8.64869,0,5.84318,-38.7934,0,0,0
0.0094,0.3536,0.361937,1.36394,1.34132,0,-0.022794,0,-8.68773,0,5.98997,-38.182,0,0,0
0.0095,0.3536,0.362088,1.36394,1.34092,0,-0.022931,0,-8.72546,0,6.13729,-37.5685,0,0,0
0.0096,0.3536,0.36224,1.36394,1.34052,0,-0.023066,0,-8.7619,0,6.28517,-36.953,0,0,0
0.0097,0.3536,0.362392,1.36394,1.34012,0,-0.0231996,0,-8.79705,0,6.43355,-36.3358,0,0,0
0.0098,0.3536,0.362545,1.36394,1.33972,0,-0.0233312,0,-8.8309,0,6.5824,-35.7166,0,0,0
0.0099,0.3536,0.362699,1.36394,1.33932,0,-0.0234612,0,-8.86346,0,6.73173,-35.096,0,0,0
0.01,0.3536,0.362853,1.36394,1.33892,0,-0.0235895,0,-8.89474,0,6.88143,-34.474,0,0,0
0.0101,0.3536,0.363007,1.36394,1.33851,0,-0.0237162,0,-8.92472,0,7.03161,-33.8504,0,0,0
0.0102,0.3536,0.363162,1.36394,1.33811,0,-0.0238414,0,-8.95342,0,7.1821,-33.2255,0,0,0
0.0103,0.3536,0.363318,1.36394,1.3377,0,-0.0239648,0,-8.98084,0,7.33299,-32.5993,0,0,0
0.0104,0.3536,0.363473,1.36394,1.3373,0,-0.0240866,0,-9.00698,0,7.4842,-31.972,0,0,0
0.0105,0.3536,0.363629,1.36394,1.33689,0,-0.024207,0,-9.03185,0,7.63559,-31.3439,0,0,0
0.0106,0.3536,0.363786,1.36394,1.33649,0,-0.0243258,0,-9.05544,0,7.78733,-30.7146,0,0,0
0.0107,0.3536,0.363943,1.36394,1.33608,0,-0.0244431,0,-9.07775,0,7.93931,-30.0846,0,0,0
0.0108,0.3536,0.3641,1.36394,1.33567,0,-0.0245589,0,-9.09881,0,8.0915,-29.4538,0,0,0
0.0109,0.3536,0.364257,1.36394,1.33527,0,-0.0246731,0,-9.1186,0,8.24389,-28.8222,0,0,0
0.011,0.3536,0.364414,1.36394,1.33486,0,-0.024786,0,-9.13713,0,8.39632,-28.1905,0,0,0
0.0111,0.3536,0.364572,1.36394,1.33446,0,-0.0248972,0,-9.1544,0,8.54899,-27.558,0,0,0
0.0112,0.3536,0.36473,1.36394,1.33405,0,-0.0250072,0,-9.17043,0,8.7017,-26.9254,0,0,0
0.0113,0.3536,0.364889,1.36394,1.33364,0,-0.0251157,0,-9.1852,0,8.85451,-26.2923,0,0,0
0.0114,0.3536,0.365047,1.36394,1.33324,0,-0.0252228,0,-9.19874,0,9.00737,-25.6591,0,0,0
0.0115,0.3536,0.365206,1.36394,1.33283,0,-0.0253286,0,-9.21103,0,9.16024,-25.0258,0,0,0
0.0116,0.3536,0.365364,1.36394,1.33243,0,-0.0254329,0,-9.22209,0,9.31308,-24.3926,0,0,0
0.0117,0.3536,0.365523,1.36394,1.33203,0,-0.0255359,0,-9.23192,0,9.46582,-23.7597,0,0,0
0.0118,0.3536,0.365682,1.36394,1.33162,0,-0.0256376,0,-9.24053,0,9.61858,-23.1268,0,0,0
0.0119,0.3536,0.365841,1.36394,1.33122,0,-0.0257382,0,-9.24792,0,9.77121,-22.4942,0,0,0
0.012,0.3536,0.366,1.36394,1.33082,0,-0.0258374,0,-9.2541,0,9.92371,-21.862,0,0,0
0.0121,0.3536,0.366159,1.36394,1.33042,0,-0.0259352,0,-9.25907,0,10.0761,-21.2303,0,0,0
0.0122,0.3536,0.366318,1.36394,1.33002,0,-0.026032,0,-9.26283,0,10.2282,-20.5991,0,0,0
