time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE 
0.0001,0.4,0.353551,0,1.5708,0,0,0,0.268938,-1.09941,-0.39666,7853.98
0.0002,0.4,0.353548,0,1.57081,0,0.00137946,0,0.154139,-6.42493,-5.41209,-16.4511
0.0003,0.4,0.353545,0,1.57082,0,0.00216718,0,0.120424,-2.78825,-1.46155,-16.4789
0.0004,0.4,0.353543,0,1.57082,0,0.00247339,0,0.0879969,-0.882029,0.453635,-16.5005
0.0005,0.4,0.353542,0,1.57082,0,0.00253608,0,0.0562726,0.115052,1.37396,-16.5161
0.0006,0.4,0.353541,0,1.57083,0,0.00250755,0,0.0248655,0.635026,1.81269,-16.5267
0.0007,0.4,0.353541,0,1.57083,0,0.00242088,0,-0.00628792,0.90463,2.02447,-16.5326
0.0008,0.4,0.353541,0,1.57083,0,0.00229991,0,-0.0372364,1.04266,2.12251,-16.534
0.0009,0.4,0.353542,0,1.57082,0,0.00216189,0,-0.0680156,1.11144,2.16466,-16.5309
0.001,0.4,0.353543,0,1.57082,0,0.00201586,0,-0.0986407,1.14369,2.18018,-16.5234
0.0011,0.4,0.353545,0,1.57082,0,0.00186662,0,-0.129116,1.15655,2.18302,-16.5115
0.0012,0.4,0.353548,0,1.57081,0,0.00171672,0,-0.159441,1.15901,2.17979,-16.4951
0.0013,0.4,0.353551,0,1.5708,0,0.00156754,0,-0.189612,1.15577,2.17358,-16.4752
0.0014,0.4,0.353554,0,1.5708,0,0.00141983,0,-0.219624,1.14935,2.16585,-16.4508
0.0015,0.4,0.353558,0,1.57079,0,0.00127406,0,-0.249469,1.14102,2.15723,-16.4215
0.0016,0.4,0.353563,0,1.57078,0,0.00113048,0,-0.279142,1.13143,2.14797,-16.3883
0.0017,0.4,0.353568,0,1.57077,0,0.000989296,0,-0.308634,1.12096,2.13821,-16.3506
0.0018,0.4,0.353574,0,1.57075,0,0.000850644,0,-0.33794,1.10979,2.12799,-16.309
0.0019,0.4,0.35358,0,1.57074,0,0.000714645,0,-0.367052,1.09804,2.11737,-16.2633
0.002,0.4,0.353587,0,1.57073,0,0.000581399,0,-0.395965,1.08576,2.10635,-16.2136
0.0021,0.4,0.353594,0,1.57071,0,0.000451006,0,-0.42467,1.073,2.09493,-16.159
0.0022,0.4,0.353602,0,1.57069,0,0.000323541,0,-0.453161,1.05973,2.08309,-16.1009
0.0023,0.4,0.35361,0,1.57068,0,0.000199102,0,-0.481432,1.046,2.07086,-16.0384
0.0024,0.4,0.353619,0,1.57066,0,7.77692e-05,0,-0.509476,1.0318,2.05821,-15.9727
0.0025,0.4,0.353628,0,1.57064,0,-4.03672e-05,0,-0.537287,1.01718,2.04522,-15.9022
0.0026,0.4,0.353638,0,1.57062,0,-0.000155233,0,-0.564857,1.00211,2.03182,-15.8276
0.0027,0.4,0.353648,0,1.57059,0,-0.000266753,0,-0.59218,0.986574,2.01803,-15.7491
0.0028,0.4,0.353659,0,1.57057,0,-0.000374861,0,-0.619251,0.970599,2.00384,-15.667
0.0029,0.4,0.35367,0,1.57055,0,-0.000479445,0,-0.646064,0.954213,1.98929,-15.5813
0.003,0.4,0.353682,0,1.57052,0,-0.000580467,0,-0.672612,0.937435,1.9744,-15.4912
0.0031,0.4,0.353694,0,1.5705,0,-0.000677839,0,-0.698889,0.920222,1.95913,-15.3976
0.0032,0.4,0.353706,0,1.57047,0,-0.000771493,0,-0.72489,0.90261,1.9435,-15.2999
0.0033,0.4,0.353719,0,1.57044,0,-0.000861362,0,-0.750607,0.884585,1.9275,-15.1987
0.0034,0.4,0.353733,0,1.57041,0,-0.000947371,0,-0.776036,0.866172,1.91116,-15.0935
0.0035,0.4,0.353747,0,1.57038,0,-0.00102945,0,-0.801173,0.847358,1.89446,-14.9856
0.0036,0.4,0.353761,0,1.57035,0,-0.00110756,0,-0.826008,0.82821,1.87747,-14.8728
0.0037,0.4,0.353776,0,1.57032,0,-0.00118162,0,-0.85054,0.808645,1.86009,-14.7574
0.0038,0.4,0.353792,0,1.57028,0,-0.00125155,0,-0.874761,0.788739,1.84241,-14.6379
0.0039,0.4,0.353807,0,1.57025,0,-0.00131732,0,-0.898667,0.768464,1.8244,-14.5149
0.004,0.4,0.353823,0,1.57022,0,-0.00137885,0,-0.922252,0.747824,1.80606,-14.3887
0.0041,0.4,0.35384,0,1.57018,0,-0.00143611,0,-0.945511,0.726857,1.78742,-14.259
0.0042,0.4,0.353857,0,1.57014,0,-0.00148903,0,-0.96844,0.705549,1.76847,-14.1262
0.0043,0.4,0.353874,0,1.57011,0,-0.00153756,0,-0.991033,0.683924,1.74923,-13.9894
0.0044,0.4,0.353892,0,1.57007,0,-0.00158164,0,-1.01329,0.661946,1.72967,-13.8499
0.0045,0.4,0.35391,0,1.57003,0,-0.00162125,0,-1.03519,0.639669,1.70983,-13.7072
0.0046,0.4,0.353929,0,1.56999,0,-0.00165631,0,-1.05675,0.617098,1.68972,-13.561
0.0047,0.4,0.353948,0,1.56995,0,-0.00168678,0,-1.07796,0.594213,1.66932,-13.4121
0.0048,0.4,0.353967,0,1.56991,0,-0.00171261,0,-1.09881,0.571052,1.64866,-13.2597
0.0049,0.4,0.353987,0,1.56986,0,-0.00173379,0,-1.11929,0.547595,1.62772,-13.1046
0.005,0.4,0.354007,0,1.56982,0,-0.00175028,0,-1.13941,0.523863,1.60652,-12.9459
0.0051,0.4,0.354027,0,1.56978,0,-0.00176197,0,-1.15915,0.499841,1.58505,-12.7849
0.0052,0.4,0.354048,0,1.56973,0,-0.0017689,0,-1.17853,0.475581,1.56335,-12.6209
0.0053,0.4,0.354069,0,1.56969,0,-0.00177103,0,-1.19752,0.451068,1.54141,-12.4541
0.0054,0.4,0.35409,0,1.56964,0,-0.00176828,0,-1.21614,0.426312,1.51923,-12.2847
0.0055,0.4,0.354112,0,1.56959,0,-0.00176066,0,-1.23436,0.401329,1.49684,-12.1121
0.0056,0.4,0.354134,0,1.56955,0,-0.00174811,0,-1.2522,0.376101,1.47421,-11.9369
0.0057,0.4,0.354156,0,1.5695,0,-0.0017326,0,-1.26964,0.350639,1.45134,-11.7594
0.0058,0.4,0.354179,0,1.56945,0,-0.00171664,0,-1.28668,0.324978,1.42795,-11.5792
0.0059,0.4,0.354202,0,1.5694,0,-0.00170027,0,-1.3033,0.299112,1.40375,-11.3963
0.006,0.4,0.354225,0,1.56935,0,-0.00168343,0,-1.3195,0.273031,1.37901,-11.2117
0.0061,0.4,0.354249,0,1.5693,0,-0.00166613,0,-1.33529,0.246787,1.35393,-11.0239
0.0062,0.4,0.354272,0,1.56925,0,-0.00164841,0,-1.35066,0.220344,1.32856,-10.8342
0.0063,0.4,0.354297,0,1.56919,0,-0.00163026,0,-1.3656,0.19374,1.30297,-10.642
0.0064,0.4,0.354321,0,1.56914,0,-0.00161166,0,-1.38012,0.166959,1.27716,-10.4479
0.0065,0.4,0.354345,0,1.56909,0,-0.00159261,0,-1.39421,0.140037,1.25118,-10.2515
0.0066,0.4,0.35437,0,1.56903,0,-0.00157313,0,-1.40787,0.112973,1.22505,-10.0529
0.0067,0.4,0.354395,0,1.56898,0,-0.00155164,0,-1.42111,0.0857594,1.19874,-9.85253
0.0068,0.4,0.35442,0,1.56893,0,-0.0015249,0,-1.43392,0.0584286,1.17255,-9.64989
0.0069,0.4,0.354446,0,1.56887,0,-0.00149286,0,-1.4463,0.0309662,1.1469,-9.44543
0.007,0.4,0.354472,0,1.56881,0,-0.00145555,0,-1.45827,0.00339729,1.1215,-9.23918
0.0071,0.4,0.354498,0,1.56876,0,-0.00141299,0,-1.46981,-0.0242718,1.09615,-9.03153
0.0072,0.4,0.354524,0,1.5687,0,-0.0013651,0,-1.48091,-0.0520163,1.07081,-8.82124
0.0073,0.4,0.35455,0,1.56865,0,-0.00131193,0,-1.49159,-0.0798902,1.04538,-8.60999
0.0074,0.4,0.354576,0,1.56859,0,-0.00125352,0,-1.50184,-0.107819,1.01989,-8.39696
0.0075,0.4,0.354603,0,1.56853,0,-0.00118977,0,-1.51166,-0.135826,0.994311,-8.18212
0.0076,0.4,0.35463,0,1.56847,0,-0.00112078,0,-1.52104,-0.163908,0.968646,-7.96677
0.0077,0.4,0.354657,0,1.56841,0,-0.00104651,0,-1.53,-0.192004,0.942946,-7.74919
0.0078,0.4,0.354684,0,1.56835,0,-0.000966996,0,-1.53851,-0.220169,0.917149,-7.52982
0.0079,0.4,0.354711,0,1.5683,0,-0.000882238,0,-1.54659,-0.248409,0.891257,-7.30995
0.008,0.4,0.354738,0,1.56824,0,-0.000792235,0,-1.55423,-0.276655,0.865324,-7.08873
0.0081,0.4,0.354766,0,1.56818,0,-0.000697017,0,-1.56144,-0.304924,0.839345,-6.86611
0.0082,0.4,0.354793,0,1.56812,0,-0.000596553,0,-1.56821,-0.333214,0.813313,-6.64217
0.0083,0.4,0.354821,0,1.56806,0,-0.000491083,0,-1.57454,-0.361533,0.787222,-6.41774
0.0084,0.4,0.354849,0,1.568,0,-0.000381529,0,-1.58043,-0.389824,0.761101,-6.19193
0.0085,0.4,0.354877,0,1.56793,0,-0.000267953,0,-1.58588,-0.418099,0.73479,-5.96608
0.0086,0.4,0.354905,0,1.56787,0,-0.000150323,0,-1.59089,-0.446302,0.70842,-5.73845
0.0087,0.4,0.354933,0,1.56781,0,-2.86996e-05,0,-1.59546,-0.474506,0.681973,-5.51031
0.0088,0.4,0.354961,0,1.56775,0,9.6947e-05,0,-1.59959,-0.502676,0.655496,-5.28127
0.0089,0.4,0.354989,0,1.56769,0,0.00022763,0,-1.60329,-0.530822,0.628999,-5.05175
0.009,0.4,0.355017,0,1.56763,0,0.00036341,0,-1.60654,-0.558944,0.602668,-4.82176
0.0091,0.4,0.355046,0,1.56757,0,0.000504196,0,-1.60937,-0.587016,0.576448,-4.59085
0.0092,0.4,0.355074,0,1.56751,0,0.000650018,0,-1.61175,-0.615048,0.55028,-4.36032
0.0093,0.4,0.355102,0,1.56744,0,0.000800818,0,-1.61371,-0.642976,0.524205,-4.12889
0.0094,0.4,0.355131,0,1.56738,0,0.000956535,0,-1.61523,-0.670842,0.498164,-3.89742
0.0095,0.4,0.355159,0,1.56732,0,0.00111723,0,-1.61632,-0.698612,0.472189,-3.66547
0.0096,0.4,0.355188,0,1.56726,0,0.00128278,0,-1.61698,-0.726301,0.446259,-3.43307
0.0097,0.4,0.355216,0,1.5672,0,0.00145313,0,-1.61721,-0.753905,0.420375,-3.20105
0.0098,0.4,0.355244,0,1.56713,0,0.00162831,0,-1.61701,-0.781383,0.394574,-2.9686
0.0099,0.4,0.355273,0,1.56707,0,0.00180826,0,-1.61639,-0.808763,0.368833,-2.73652
0.01,0.4,0.355301,0,1.56701,0,0.00199294,0,-1.61535,-0.836005,0.343189,-2.50399
0.0101,0.4,0.355329,0,1.56695,0,0.0021823,0,-1.61388,-0.86314,0.317612,-2.27187
0.0102,0.4,0.355358,0,1.56689,0,0.00237632,0,-1.61199,-0.890133,0.292129,-2.04014
0.0103,0.4,0.355386,0,1.56682,0,0.00257492,0,-1.60968,-0.916974,0.266758,-1.8084
0.0104,0.4,0.355414,0,1.56676,0,0.00277808,0,-1.60695,-0.943676,0.241488,-1.57666
0.0105,0.4,0.355442,0,1.5667,0,0.00298575,0,-1.60381,-0.970241,0.216307,-1.34573
0.0106,0.4,0.35547,0,1.56664,0,0.00319788,0,-1.60026,-0.996635,0.191256,-1.11526
0.0107,0.4,0.355498,0,1.56658,0,0.00341442,0,-1.5963,-1.02285,0.166337,-0.885614
0.0108,0.4,0.355526,0,1.56652,0,0.00363532,0,-1.59194,-1.04887,0.141573,-0.655541
0.0109,0.4,0.355554,0,1.56646,0,0.00386053,0,-1.58716,-1.07475,0.116906,-0.426745
0.011,0.4,0.355581,0,1.5664,0,0.00409004,0,-1.58199,-1.10044,0.0923892,-0.198812
0.0111,0.4,0.355609,0,1.56634,0,0.00432369,0,-1.57642,-1.12591,0.0680476,0.0286875
0.0112,0.4,0.355636,0,1.56628,0,0.00456157,0,-1.57045,-1.15119,0.0438519,0.255305
0.0113,0.4,0.355664,0,1.56622,0,0.00480351,0,-1.5641,-1.17627,0.0198188,0.480654
0.0114,0.4,0.355691,0,1.56616,0,0.00504953,0,-1.55735,-1.20111,-0.00402236,0.705559
0.0115,0.4,0.355718,0,1.5661,0,0.00529954,0,-1.55021,-1.22575,-0.0277085,0.929572
0.0116,0.4,0.355745,0,1.56604,0,0.00555348,0,-1.5427,-1.25018,-0.0512204,1.15229
0.0117,0.4,0.355771,0,1.56598,0,0.0058113,0,-1.5348,-1.27437,-0.0745372,1.37372
0.0118,0.4,0.355798,0,1.56592,0,0.00607291,0,-1.52653,-1.29832,-0.0976553,1.59425
0.0119,0.4,0.355824,0,1.56586,0,0.00633833,0,-1.51788,-1.32203,-0.120572,1.81346
0.012,0.4,0.355851,0,1.56581,0,0.00660741,0,-1.50887,-1.3455,-0.143291,2.0318
0.0121,0.4,0.355877,0,1.56575,0,0.00688016,0,-1.49949,-1.36873,-0.165816,2.24838
0.0122,0.4,0.355903,0,1.56569,0,0.00715649,0,-1.48975,-1.3917,-0.188114,2.46408
0.0123,0.4,0.355928,0,1.56564,0,0.00743631,0,-1.47966,-1.41442,-0.210211,2.67758
0.0124,0.4,0.355954,0,1.56558,0,0.00771958,0,-1.46921,-1.43686,-0.232052,2.88933
0.0125,0.4,0.355979,0,1.56552,0,0.00800627,0,-1.45842,-1.45899,-0.253628,3.10019
0.0126,0.4,0.356004,0,1.56547,0,0.00829625,0,-1.44728,-1.48086,-0.274991,3.3097
0.0127,0.4,0.356029,0,1.56542,0,0.00858951,0,-1.4358,-1.50248,-0.296133,3.51703
0.0128,0.4,0.356054,0,1.56536,0,0.00888596,0,-1.42398,-1.52379,-0.317011,3.72258
0.0129,0.4,0.356078,0,1.56531,0,0.00918554,0,-1.41184,-1.54481,-0.33763,3.92678
0.013,0.4,0.356102,0,1.56525,0,0.00948817,0,-1.39936,-1.56555,-0.358001,4.12879
0.0131,0.4,0.356126,0,1.5652,0,0.00979379,0,-1.38657,-1.58597,-0.378096,4.32902
0.0132,0.4,0.35615,0,1.56515,0,0.0101023,0,-1.37346,-1.60609,-0.397924,4.52748
0.0133,0.4,0.356174,0,1.5651,0,0.0104151,0,-1.36027,-1.62585,-0.417428,4.72414
0.0134,0.4,0.356197,0,1.56505,0,0.0107294,0,-1.34692,-1.63867,-0.429774,4.9186
0.0135,0.4,0.35622,0,1.565,0,0.0110452,0,-1.33327,-1.64983,-0.440817,5.11085
0.0136,0.4,0.356243,0,1.56495,0,0.0113634,0,-1.31933,-1.66448,-0.455533,5.30087
0.0137,0.4,0.356265,0,1.5649,0,0.0116843,0,-1.30509,-1.68078,-0.471867,5.48911
0.0138,0.4,0.356287,0,1.56485,0,0.0120079,0,-1.29056,-1.69782,-0.488866,5.67511
0.0139,0.4,0.356309,0,1.5648,0,0.0123342,0,-1.27576,-1.71508,-0.506035,5.85846
0.014,0.4,0.356331,0,1.56475,0,0.0126628,0,-1.26067,-1.73233,-0.523193,6.04003
0.0141,0.4,0.356352,0,1.56471,0,0.0129934,0,-1.24531,-1.74946,-0.540304,6.21936
0.0142,0.4,0.356373,0,1.56466,0,0.0133261,0,-1.22969,-1.76636,-0.55724,6.39559
0.0143,0.4,0.356394,0,1.56461,0,0.0136609,0,-1.2138,-1.78294,-0.573887,6.56917
0.0144,0.4,0.356414,0,1.56457,0,0.0139977,0,-1.19765,-1.79916,-0.590215,6.74093
0.0145,0.4,0.356434,0,1.56453,0,0.0143365,0,-1.18126,-1.81507,-0.606235,6.91004
0.0146,0.4,0.356454,0,1.56448,0,0.0146773,0,-1.16462,-1.83063,-0.621929,7.07646
0.0147,0.4,0.356474,0,1.56444,0,0.0150199,0,-1.14774,-1.84584,-0.637279,7.24022
0.0148,0.4,0.356493,0,1.5644,0,0.0153644,0,-1.13062,-1.86068,-0.652288,7.40129
0.0149,0.4,0.356512,0,1.56436,0,0.0157105,0,-1.11328,-1.87515,-0.666946,7.55967
0.015,0.4,0.35653,0,1.56432,0,0.0160583,0,-1.09572,-1.88925,-0.681258,7.71539
0.0151,0.4,0.356549,0,1.56428,0,0.0164077,0,-1.07794,-1.90298,-0.695228,7.86886
0.0152,0.4,0.356567,0,1.56424,0,0.0167585,0,-1.05995,-1.91637,-0.708873,8.01879
0.0153,0.4,0.356584,0,1.5642,0,0.0171108,0,-1.04176,-1.92936,-0.722145,8.16644
0.0154,0.4,0.356601,0,1.56416,0,0.0174644,0,-1.02337,-1.94199,-0.735079,8.31054
0.0155,0.4,0.356618,0,1.56412,0,0.0178193,0,-1.00479,-1.95421,-0.747623,8.45239
0.0156,0.4,0.356635,0,1.56409,0,0.0181754,0,-0.986023,-1.96608,-0.759824,8.59069
0.0157,0.4,0.356651,0,1.56405,0,0.0185326,0,-0.967076,-1.97754,-0.771645,8.72628
0.0158,0.4,0.356667,0,1.56402,0,0.0188908,0,-0.947956,-1.98861,-0.783102,8.8592
0.0159,0.4,0.356682,0,1.56399,0,0.01925,0,-0.928669,-1.99932,-0.794208,8.98895
0.016,0.4,0.356697,0,1.56395,0,0.0196101,0,-0.909221,-2.00964,-0.804944,9.11516
0.0161,0.4,0.356712,0,1.56392,0,0.019971,0,-0.889618,-2.01955,-0.815288,9.23911
0.0162,0.4,0.356727,0,1.56389,0,0.0203327,0,-0.869867,-2.0291,-0.825285,9.35947
0.0163,0.4,0.356741,0,1.56386,0,0.020695,0,-0.849974,-2.03825,-0.834895,9.47672
0.0164,0.4,0.356754,0,1.56383,0,0.0210579,0,-0.829946,-2.047,-0.844126,9.59081
0.0165,0.4,0.356768,0,1.5638,0,0.0214213,0,-0.809787,-2.05536,-0.852973,9.7022
0.0166,0.4,0.35678,0,1.56377,0,0.0217851,0,-0.789505,-2.06335,-0.861468,9.81001
0.0167,0.4,0.356793,0,1.56375,0,0.0221494,0,-0.769107,-2.07093,-0.869574,9.91469
0.0168,0.4,0.356805,0,1.56372,0,0.0225139,0,-0.748597,-2.07812,-0.877295,10.0162
0.0169,0.4,0.356817,0,1.5637,0,0.0228786,0,-0.727985,-2.08493,-0.884641,10.1142
0.017,0.4,0.356828,0,1.56367,0,0.0232434,0,-0.707274,-2.09132,-0.891585,10.2094
0.0171,0.4,0.356839,0,1.56365,0,0.0236083,0,-0.686472,-2.09733,-0.898167,10.3011
0.0172,0.4,0.35685,0,1.56363,0,0.0239732,0,-0.665585,-2.10295,-0.904361,10.3896
0.0173,0.4,0.35686,0,1.5636,0,0.024338,0,-0.64462,-2.10817,-0.910173,10.4741
0.0174,0.4,0.35687,0,1.56358,0,0.0247027,0,-0.623582,-2.11297,-0.915565,10.5563
0.0175,0.4,0.35688,0,1.56356,0,0.0250671,0,-0.60248,-2.11741,-0.920608,10.6345
0.0176,0.4,0.356889,0,1.56355,0,0.0254312,0,-0.581317,-2.12144,-0.925249,10.71
0.0177,0.4,0.356898,0,1.56353,0,0.025795,0,-0.560102,-2.1251,-0.929529,10.7814
0.0178,0.4,0.356906,0,1.56351,0,0.0261583,0,-0.538841,-2.12834,-0.9334,10.8498
0.0179,0.4,0.356914,0,1.56349,0,0.026521,0,-0.51754,-2.13118,-0.936887,10.9145
0.018,0.4,0.356921,0,1.56348,0,0.0268832,0,-0.496205,-2.13363,-0.939973,10.976
0.0181,0.4,0.356929,0,1.56346,0,0.0272447,0,-0.474844,-2.13569,-0.942684,11.034
0.0182,0.4,0.356935,0,1.56345,0,0.0276055,0,-0.45346,-2.13735,-0.945001,11.0893
0.0183,0.4,0.356942,0,1.56344,0,0.0279654,0,-0.432063,-2.13865,-0.946967,11.1405
0.0184,0.4,0.356948,0,1.56343,0,0.0283245,0,-0.410658,-2.13955,-0.948533,11.1882
0.0185,0.4,0.356953,0,1.56342,0,0.0286827,0,-0.38925,-2.14004,-0.949697,11.2331
0.0186,0.4,0.356958,0,1.56341,0,0.0290398,0,-0.367847,-2.14017,-0.950509,11.274
0.0187,0.4,0.356963,0,1.5634,0,0.0293958,0,-0.346454,-2.1399,-0.950921,11.3122
0.0188,0.4,0.356968,0,1.56339,0,0.0297507,0,-0.325079,-2.13927,-0.95098,11.3459
0.0189,0.4,0.356972,0,1.56338,0,0.0301044,0,-0.303727,-2.13822,-0.950619,11.3769
0.019,0.4,0.356975,0,1.56338,0,0.0304567,0,-0.282404,-2.1368,-0.949896,11.4043
0.0191,0.4,0.356978,0,1.56337,0,0.0308078,0,-0.261116,-2.135,-0.948796,11.4285
0.0192,0.4,0.356981,0,1.56337,0,0.0311573,0,-0.239871,-2.13283,-0.947336,11.4492
0.0193,0.4,0.356984,0,1.56336,0,0.0315054,0,-0.218672,-2.13028,-0.945499,11.4667
0.0194,0.4,0.356986,0,1.56336,0,0.031852,0,-0.197528,-2.12737,-0.943302,11.4802
0.0195,0.4,0.356987,0,1.56336,0,0.0321969,0,-0.176444,-2.12406,-0.940708,11.4909
0.0196,0.4,0.356989,0,1.56336,0,0.0325401,0,-0.155425,-2.12041,-0.93777,11.4981
0.0197,0.4,0.35699,0,1.56336,0,0.0328816,0,-0.134478,-2.11638,-0.934466,11.5021
0.0198,0.4,0.35699,0,1.56336,0,0.0332213,0,-0.113609,-2.112,-0.930813,11.5021
0.0199,0.4,0.35699,0,1.56336,0,0.0335591,0,-0.0928227,-2.10723,-0.926769,11.4994
0.02,0.4,0.35699,0,1.56336,0,0.033895,0,-0.0721272,-2.10211,-0.922386,11.4926
0.0201,0.4,0.356989,0,1.56337,0,0.0342288,0,-0.0515266,-2.09661,-0.917619,11.4832
0.0202,0.4,0.356988,0,1.56337,0,0.0345606,0,-0.0310273,-2.09077,-0.91252,11.4701
0.0203,0.4,0.356987,0,1.56338,0,0.0348903,0,-0.0106345,-2.08457,-0.907065,11.4539
0.0204,0.4,0.356985,0,1.56338,0,0.0352178,0,0.00964535,-2.07803,-0.901268,11.4341
0.0205,0.4,0.356983,0,1.56339,0,0.0355431,0,0.029807,-2.07112,-0.895114,11.4111
0.0206,0.4,0.356981,0,1.5634,0,0.035866,0,0.0498451,-2.06387,-0.888618,11.385
0.0207,0.4,0.356978,0,1.56341,0,0.0361866,0,0.0697543,-2.05629,-0.881788,11.3558
0.0208,0.4,0.356975,0,1.56341,0,0.0365048,0,0.0895293,-2.04837,-0.874632,11.3234
0.0209,0.4,0.356971,0,1.56343,0,0.0368206,0,0.109164,-2.04013,-0.867151,11.2874
0.021,0.4,0.356967,0,1.56344,0,0.0371338,0,0.128653,-2.03153,-0.859326,11.2483
0.0211,0.4,0.356963,0,1.56345,0,0.0374444,0,0.147992,-2.0226,-0.851166,11.2065
0.0212,0.4,0.356958,0,1.56346,0,0.0377524,0,0.167176,-2.01337,-0.842707,11.1615
0.0213,0.4,0.356953,0,1.56348,0,0.0380577,0,0.186198,-2.00382,-0.83394,11.1129
0.0214,0.4,0.356948,0,1.56349,0,0.0383603,0,0.205054,-1.99393,-0.824836,11.0612
0.0215,0.4,0.356942,0,1.56351,0,0.03866,0,0.223739,-1.98371,-0.815409,11.0064
0.0216,0.4,0.356936,0,1.56352,0,0.038957,0,0.242247,-1.97318,-0.805664,10.9489
0.0217,0.4,0.35693,0,1.56354,0,0.039251,0,0.260575,-1.96234,-0.795629,10.8882
0.0218,0.4,0.356923,0,1.56356,0,0.0395421,0,0.278717,-1.9512,-0.785294,10.8248
0.0219,0.4,0.356916,0,1.56357,0,0.0398302,0,0.296668,-1.93978,-0.774681,10.7583
0.022,0.4,0.356909,0,1.56359,0,0.0401153,0,0.314424,-1.92806,-0.763774,10.6886
0.0221,0.4,0.356901,0,1.56361,0,0.0403973,0,0.331981,-1.91603,-0.752568,10.6163
0.0222,0.4,0.356893,0,1.56364,0,0.0406761,0,0.349331,-1.90372,-0.741084,10.5404
0.0223,0.4,0.356885,0,1.56366,0,0.0409518,0,0.366473,-1.89109,-0.729287,10.4622
0.0224,0.4,0.356876,0,1.56368,0,0.0412243,0,0.383402,-1.8782,-0.71723,10.3813
0.0225,0.4,0.356867,0,1.5637,0,0.0414935,0,0.400113,-1.86504,-0.704917,10.2973
0.0226,0.4,0.356858,0,1.56373,0,0.0417594,0,0.416601,-1.8516,-0.692329,10.2106
0.0227,0.4,0.356848,0,1.56375,0,0.0420219,0,0.432864,-1.83789,-0.679477,10.1217
0.0228,0.4,0.356839,0,1.56378,0,0.0422811,0,0.448896,-1.82394,-0.666393,10.0296
0.0229,0.4,0.356829,0,1.5638,0,0.0425368,0,0.464694,-1.80972,-0.653046,9.93489
0.023,0.4,0.356818,0,1.56383,0,0.042789,0,0.480254,-1.79523,-0.639442,9.83787
0.0231,0.4,0.356807,0,1.56386,0,0.0430378,0,0.495572,-1.78051,-0.625616,9.73776
0.0232,0.4,0.356796,0,1.56388,0,0.043283,0,0.510643,-1.76553,-0.611529,9.6354
0.0233,0.4,0.356785,0,1.56391,0,0.0435246,0,0.525465,-1.75031,-0.597215,9.53035
0.0234,0.4,0.356774,0,1.56394,0,0.0437626,0,0.540034,-1.73485,-0.58267,9.42308
0.0235,0.4,0.356762,0,1.56397,0,0.0439969,0,0.554346,-1.71916,-0.567909,9.31312
0.0236,0.4,0.35675,0,1.564,0,0.0442276,0,0.568397,-1.70325,-0.552926,9.20049
0.0237,0.4,0.356738,0,1.56403,0,0.0444545,0,0.582184,-1.68709,-0.537707,9.08606
0.0238,0.4,0.356725,0,1.56407,0,0.0446777,0,0.595705,-1.67073,-0.522303,8.96937
0.0239,0.4,0.356712,0,1.5641,0,0.0448972,0,0.608956,-1.65418,-0.506711,8.85003
0.024,0.4,0.356699,0,1.56413,0,0.0451128,0,0.621933,-1.63741,-0.490909,8.72846
0.0241,0.4,0.356686,0,1.56416,0,0.0453245,0,0.634634,-1.62042,-0.474908,8.60467
0.0242,0.4,0.356672,0,1.5642,0,0.0455324,0,0.647055,-1.60324,-0.458718,8.47865
0.0243,0.4,0.356659,0,1.56423,0,0.0457364,0,0.659193,-1.58586,-0.442338,8.35039
0.0244,0.4,0.356645,0,1.56427,0,0.0459365,0,0.671047,-1.56828,-0.425771,8.22035
0.0245,0.4,0.356631,0,1.5643,0,0.0461327,0,0.682613,-1.55053,-0.409048,8.08852
0.0246,0.4,0.356616,0,1.56434,0,0.0463248,0,0.69389,-1.53263,-0.392177,7.95446
0.0247,0.4,0.356602,0,1.56438,0,0.046513,0,0.704873,-1.51455,-0.375142,7.81821
0.0248,0.4,0.356587,0,1.56441,0,0.0466972,0,0.715562,-1.49629,-0.357939,7.68015
0.0249,0.4,0.356572,0,1.56445,0,0.0468774,0,0.725951,-1.47786,-0.340583,7.53988
0.025,0.4,0.356557,0,1.56449,0,0.0470535,0,0.736042,-1.45926,-0.323059,7.39827
0.0251,0.4,0.356541,0,1.56453,0,0.0472255,0,0.745831,-1.44053,-0.305416,7.25488
0.0252,0.4,0.356526,0,1.56457,0,0.0473934,0,0.755315,-1.42166,-0.287649,7.10972
0.0253,0.4,0.35651,0,1.56461,0,0.0475572,0,0.764494,-1.40265,-0.269752,6.9628
0.0254,0.4,0.356494,0,1.56465,0,0.0477169,0,0.773366,-1.3835,-0.251731,6.81453
0.0255,0.4,0.356478,0,1.56469,0,0.0478725,0,0.781927,-1.36424,-0.233608,6.66407
0.0256,0.4,0.356462,0,1.56473,0,0.0480239,0,0.790178,-1.34483,-0.215347,6.5127
0.0257,0.4,0.356446,0,1.56477,0,0.0481712,0,0.798117,-1.32532,-0.197004,6.35958
0.0258,0.4,0.356429,0,1.56481,0,0.0483142,0,0.80574,-1.3057,-0.178558,6.20469
0.0259,0.4,0.356413,0,1.56485,0,0.0484532,0,0.813049,-1.28596,-0.159995,6.04933
